grid_id,経度,緯度,市役所からの距離_m,DEM地表種別,標高_m,最近接河川,河川からの距離_m,内水浸水ランク,内水想定浸水深,外水浸水ランク_num,外水想定浸水深,最大ランク河川
2207,132.4529542,34.3901877,585.2,地表面,4.74,元安川,46.0,00,想定区域外,0,想定区域外,
2208,132.4529405,34.3906382,632.5,地表面,4.74,元安川,76.1,00,想定区域外,0,想定区域外,
2209,132.4529269,34.3910886,680.1,地表面,3.34,元安川,101.5,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2210,132.4529132,34.3915391,728.0,地表面,3.44,元安川,115.5,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2211,132.4528996,34.3919896,776.2,地表面,3.54,元安川,126.0,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2212,132.4528859,34.3924401,824.6,地表面,3.04,元安川,131.8,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2213,132.4528722,34.3928905,873.2,地表面,3.24,元安川,127.0,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2214,132.4528586,34.393341,922.0,地表面,3.44,元安川,103.3,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2215,132.4528449,34.3937915,970.8,地表面,3.74,元安川,82.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2216,132.4528313,34.3942419,1019.8,地表面,4.24,元安川,62.4,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2217,132.4528176,34.3946924,1068.9,地表面,4.54,元安川,41.9,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2218,132.452804,34.3951429,1118.0,内水面,0.44,元安川,24.4,00,想定区域外,0,想定区域外,
2219,132.4527903,34.3955934,1167.3,内水面,0.44,元安川,10.7,00,想定区域外,0,想定区域外,
2220,132.4527767,34.3960438,1216.6,内水面,0.44,元安川,3.1,00,想定区域外,0,想定区域外,
2221,132.452763,34.3964943,1265.9,内水面,0.44,元安川,16.9,00,想定区域外,0,想定区域外,
2222,132.4527493,34.3969448,1315.3,内水面,0.44,旧太田川,17.6,00,想定区域外,0,想定区域外,
2223,132.4527357,34.3973952,1364.7,内水面,0.44,旧太田川,15.2,00,想定区域外,0,想定区域外,
2224,132.452722,34.3978457,1414.2,内水面,0.44,旧太田川,18.0,00,想定区域外,0,想定区域外,
2225,132.4527084,34.3982962,1463.7,内水面,0.44,旧太田川,20.6,00,想定区域外,0,想定区域外,
2226,132.4526947,34.3987466,1513.3,内水面,0.44,旧太田川,25.9,00,想定区域外,0,想定区域外,
2227,132.452681,34.3991971,1562.8,内水面,0.44,旧太田川,33.6,00,想定区域外,0,想定区域外,
2228,132.4526674,34.3996476,1612.5,内水面,0.54,旧太田川,42.3,00,想定区域外,0,想定区域外,
2229,132.4526537,34.400098,1662.1,地表面,3.04,旧太田川,54.2,00,想定区域外,0,想定区域外,
2230,132.4526401,34.4005485,1711.7,地表面,5.34,旧太田川,72.4,00,想定区域外,2,0.5～3.0m未満,元安川・旧太田川
2231,132.4526264,34.400999,1761.4,地表面,4.44,旧太田川,93.7,00,想定区域外,0,想定区域外,
2232,132.4526127,34.4014495,1811.1,地表面,4.14,旧太田川,117.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2233,132.4525991,34.4018999,1860.8,地表面,4.44,旧太田川,135.5,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2234,132.4525854,34.4023504,1910.5,地表面,4.24,旧太田川,142.4,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2235,132.4525718,34.4028009,1960.2,地表面,4.24,旧太田川,133.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2236,132.4541797,34.3676754,1955.8,内水面,0.14,元安川,73.7,00,想定区域外,0,想定区域外,
2237,132.4541661,34.3681259,1905.9,内水面,0.24,元安川,68.0,00,想定区域外,0,想定区域外,
2238,132.4541524,34.3685764,1856.1,内水面,0.24,元安川,62.1,00,想定区域外,0,想定区域外,
2239,132.4541388,34.3690269,1806.2,内水面,0.24,元安川,54.0,00,想定区域外,0,想定区域外,
2240,132.4541251,34.3694773,1756.4,内水面,0.24,元安川,41.5,00,想定区域外,0,想定区域外,
2241,132.4541115,34.3699278,1706.6,内水面,0.34,元安川,28.4,00,想定区域外,0,想定区域外,
2242,132.4540979,34.3703783,1656.8,内水面,0.34,元安川,15.0,00,想定区域外,0,想定区域外,
2243,132.4540842,34.3708288,1607.0,内水面,0.34,元安川,2.1,00,想定区域外,0,想定区域外,
2244,132.4540706,34.3712792,1557.2,内水面,0.34,元安川,10.8,00,想定区域外,0,想定区域外,
2245,132.454057,34.3717297,1507.5,内水面,0.34,元安川,23.6,00,想定区域外,0,想定区域外,
2246,132.4540433,34.3721802,1457.7,内水面,0.34,元安川,35.1,00,想定区域外,0,想定区域外,
2247,132.4540297,34.3726306,1408.0,内水面,0.34,元安川,44.6,00,想定区域外,0,想定区域外,
2248,132.4540161,34.3730811,1358.3,内水面,0.34,元安川,54.1,00,想定区域外,0,想定区域外,
2249,132.4540024,34.3735316,1308.6,内水面,0.44,元安川,62.6,00,想定区域外,0,想定区域外,
2250,132.4539888,34.3739821,1259.0,内水面,0.34,元安川,69.6,00,想定区域外,0,想定区域外,
2251,132.4539751,34.3744325,1209.3,地表面,4.44,元安川,76.5,00,想定区域外,0,想定区域外,
2252,132.4539615,34.374883,1159.7,地表面,3.94,元安川,83.5,00,想定区域外,2,0.5～3.0m未満,太田川
2253,132.4539479,34.3753335,1110.2,地表面,3.74,元安川,92.8,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2254,132.4539342,34.3757839,1060.7,地表面,3.84,元安川,102.2,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2255,132.4539206,34.3762344,1011.2,地表面,3.14,元安川,112.1,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2256,132.4539069,34.3766849,961.8,地表面,2.24,元安川,124.0,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2257,132.4538933,34.3771354,912.4,地表面,1.84,元安川,136.0,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2258,132.4538796,34.3775858,863.1,地表面,1.44,元安川,148.0,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2259,132.453866,34.3780363,813.9,地表面,1.14,元安川,160.0,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2260,132.4538524,34.3784868,764.9,地表面,0.74,元安川,172.4,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2261,132.4538387,34.3789372,715.9,地表面,2.04,元安川,184.7,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2262,132.4538251,34.3793877,667.1,地表面,1.54,元安川,198.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2263,132.4538114,34.3798382,618.5,地表面,0.84,元安川,215.1,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2264,132.4537978,34.3802887,570.1,地表面,1.64,元安川,231.3,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2265,132.4537841,34.3807391,522.0,地表面,2.04,元安川,246.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2266,132.4537705,34.3811896,474.3,地表面,1.14,元安川,260.4,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2267,132.4537569,34.3816401,427.2,地表面,0.84,元安川,274.0,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2268,132.4537432,34.3820905,380.8,地表面,1.14,元安川,278.0,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2269,132.4537296,34.382541,335.4,地表面,1.44,元安川,281.2,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2270,132.4537159,34.3829915,291.5,地表面,1.94,元安川,285.7,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2271,132.4537023,34.383442,250.0,地表面,1.64,元安川,291.3,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2272,132.4536886,34.3838924,212.1,地表面,1.64,元安川,301.7,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2273,132.453675,34.3843429,180.3,地表面,1.94,元安川,313.5,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2274,132.4536613,34.3847934,158.1,地表面,1.44,元安川,326.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2275,132.4536477,34.3852438,150.0,地表面,1.84,元安川,337.5,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2276,132.453634,34.3856943,158.1,地表面,1.64,元安川,325.8,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2277,132.4536204,34.3861448,180.3,地表面,1.14,元安川,310.7,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2278,132.4536068,34.3865953,212.1,地表面,1.54,元安川,285.5,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2279,132.4535931,34.3870457,250.0,地表面,1.24,元安川,252.3,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2280,132.4535795,34.3874962,291.5,地表面,1.84,元安川,219.1,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2281,132.4535658,34.3879467,335.4,地表面,1.04,元安川,185.9,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2282,132.4535522,34.3883971,380.8,地表面,1.84,元安川,145.2,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2283,132.4535385,34.3888476,427.2,地表面,1.74,元安川,101.4,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2284,132.4535249,34.3892981,474.3,地表面,1.94,元安川,60.1,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2285,132.4535112,34.3897486,522.0,内水面,0.34,元安川,24.6,00,想定区域外,0,想定区域外,
2286,132.4534976,34.390199,570.1,内水面,0.34,元安川,6.2,00,想定区域外,0,想定区域外,
2287,132.4534839,34.3906495,618.5,内水面,0.44,元安川,34.9,00,想定区域外,0,想定区域外,
2288,132.4534703,34.3911,667.1,地表面,3.54,元安川,54.0,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2289,132.4534566,34.3915504,715.9,地表面,-3.26,元安川,66.7,00,想定区域外,4,5.0～10.0m未満,元安川・太田川・旧太田川
2290,132.453443,34.3920009,764.9,地表面,3.64,元安川,76.8,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2291,132.4534293,34.3924514,813.9,地表面,3.74,元安川,81.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2292,132.4534157,34.3929018,863.1,地表面,-0.76,元安川,78.1,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2293,132.453402,34.3933523,912.4,地表面,3.94,元安川,62.1,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2294,132.4533884,34.3938028,961.8,地表面,4.24,元安川,37.0,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2295,132.4533747,34.3942533,1011.2,内水面,0.44,元安川,16.8,00,想定区域外,0,想定区域外,
2296,132.453361,34.3947037,1060.7,内水面,0.44,元安川,3.7,00,想定区域外,0,想定区域外,
2297,132.4533474,34.3951542,1110.2,内水面,0.44,元安川,23.7,00,想定区域外,0,想定区域外,
2298,132.4533337,34.3956047,1159.7,地表面,4.24,元安川,37.4,00,想定区域外,3,3.0～5.0m未満,太田川・旧太田川
2299,132.4533201,34.3960551,1209.3,地表面,5.54,元安川,51.2,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2300,132.4533064,34.3965056,1259.0,地表面,4.94,元安川,65.0,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2301,132.4532928,34.3969561,1308.6,地表面,3.54,旧太田川,67.5,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2302,132.4532791,34.3974066,1358.3,地表面,5.14,旧太田川,65.2,00,想定区域外,0,想定区域外,
2303,132.4532655,34.397857,1408.0,地表面,3.44,旧太田川,68.0,00,想定区域外,0,想定区域外,
2304,132.4532518,34.3983075,1457.7,地表面,5.54,旧太田川,70.5,00,想定区域外,0,想定区域外,
2305,132.4532382,34.398758,1507.5,地表面,5.34,旧太田川,75.4,00,想定区域外,0,想定区域外,
2306,132.4532245,34.3992084,1557.2,地表面,3.54,旧太田川,82.9,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2307,132.4532108,34.3996589,1607.0,地表面,3.04,旧太田川,91.5,00,想定区域外,4,5.0～10.0m未満,元安川・太田川・旧太田川
2308,132.4531972,34.4001094,1656.8,地表面,2.84,旧太田川,102.7,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2309,132.4531835,34.4005598,1706.6,地表面,3.84,旧太田川,118.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2310,132.4531699,34.4010103,1756.4,地表面,4.54,旧太田川,138.0,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2311,132.4531562,34.4014608,1806.2,地表面,4.54,旧太田川,162.0,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2312,132.4531426,34.4019112,1856.1,地表面,4.74,旧太田川,182.8,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2313,132.4531289,34.4023617,1905.9,地表面,4.34,旧太田川,192.4,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2314,132.4531152,34.4028122,1955.8,地表面,3.54,旧太田川,179.4,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2315,132.4547229,34.3676868,1952.6,内水面,0.24,元安川,24.0,00,想定区域外,0,想定区域外,
2316,132.4547093,34.3681372,1902.6,内水面,0.24,元安川,18.3,00,想定区域外,0,想定区域外,
2317,132.4546957,34.3685877,1852.7,内水面,0.24,元安川,12.4,00,想定区域外,0,想定区域外,
2318,132.454682,34.3690382,1802.8,内水面,0.14,元安川,4.8,00,想定区域外,0,想定区域外,
2319,132.4546684,34.3694886,1752.9,内水面,0.24,元安川,6.9,00,想定区域外,0,想定区域外,
2320,132.4546548,34.3699391,1702.9,内水面,0.34,元安川,19.6,00,想定区域外,0,想定区域外,
2321,132.4546411,34.3703896,1653.0,内水面,0.24,元安川,33.4,00,想定区域外,0,想定区域外,
2322,132.4546275,34.3708401,1603.1,内水面,0.24,元安川,46.2,00,想定区域外,0,想定区域外,
2323,132.4546139,34.3712905,1553.2,内水面,0.34,元安川,59.1,00,想定区域外,0,想定区域外,
2324,132.4546002,34.371741,1503.3,内水面,0.34,元安川,71.9,00,想定区域外,0,想定区域外,
2325,132.4545866,34.3721915,1453.4,内水面,0.34,元安川,84.2,00,想定区域外,0,想定区域外,
2326,132.454573,34.372642,1403.6,地表面,4.24,元安川,93.7,00,想定区域外,2,0.5～3.0m未満,太田川
2327,132.4545593,34.3730924,1353.7,地表面,4.84,元安川,103.2,00,想定区域外,2,0.5～3.0m未満,太田川
2328,132.4545457,34.3735429,1303.8,地表面,5.44,元安川,112.1,00,想定区域外,0,想定区域外,
2329,132.4545321,34.3739934,1254.0,地表面,0.54,元安川,119.1,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2330,132.4545184,34.3744438,1204.2,地表面,3.34,元安川,126.0,01,0.01～0.19m,2,0.5～3.0m未満,元安川・太田川・旧太田川
2331,132.4545048,34.3748943,1154.3,地表面,0.74,元安川,133.0,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2332,132.4544911,34.3753448,1104.5,地表面,1.54,元安川,141.9,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2333,132.4544775,34.3757953,1054.8,地表面,1.74,元安川,151.3,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2334,132.4544639,34.3762457,1005.0,地表面,1.04,元安川,160.8,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2335,132.4544502,34.3766962,955.2,地表面,1.44,元安川,172.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2336,132.4544366,34.3771467,905.5,地表面,2.04,元安川,184.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2337,132.454423,34.3775971,855.9,地表面,0.34,元安川,196.5,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2338,132.4544093,34.3780476,806.2,地表面,0.54,元安川,208.5,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2339,132.4543957,34.3784981,756.6,地表面,0.54,元安川,220.8,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2340,132.454382,34.3789486,707.1,地表面,0.94,元安川,233.2,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2341,132.4543684,34.379399,657.6,地表面,1.14,元安川,246.2,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2342,132.4543548,34.3798495,608.3,地表面,1.14,元安川,262.4,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2343,132.4543411,34.3803,559.0,地表面,0.74,元安川,278.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2344,132.4543275,34.3807504,509.9,地表面,1.84,元安川,294.8,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2345,132.4543138,34.3812009,461.0,地表面,1.84,元安川,308.5,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2346,132.4543002,34.3816514,412.3,地表面,1.14,元安川,322.3,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2347,132.4542866,34.3821019,364.0,地表面,1.14,元安川,327.9,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2348,132.4542729,34.3825523,316.2,地表面,0.84,元安川,331.1,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2349,132.4542593,34.3830028,269.3,地表面,1.24,元安川,335.4,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2350,132.4542456,34.3834533,223.6,地表面,1.64,元安川,340.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2351,132.454232,34.3839037,180.3,地表面,1.54,元安川,350.4,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2352,132.4542183,34.3843542,141.4,地表面,2.04,元安川,361.7,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2353,132.4542047,34.3848047,111.8,地表面,1.64,元安川,375.3,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2354,132.4541911,34.3852552,100.0,地表面,1.94,元安川,386.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2355,132.4541774,34.3857056,111.8,地表面,1.64,元安川,373.5,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2356,132.4541638,34.3861561,141.4,地表面,1.34,元安川,355.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2357,132.4541501,34.3866066,180.3,地表面,1.14,元安川,322.9,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2358,132.4541365,34.387057,223.6,地表面,1.44,元安川,289.7,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2359,132.4541228,34.3875075,269.3,地表面,1.24,元安川,256.5,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2360,132.4541092,34.387958,316.2,地表面,1.44,元安川,213.1,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2361,132.4540955,34.3884085,364.0,地表面,1.74,元安川,170.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2362,132.4540819,34.3888589,412.3,地表面,1.74,元安川,130.4,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2363,132.4540682,34.3893094,461.0,地表面,2.14,元安川,95.2,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2364,132.4540546,34.3897599,509.9,地表面,3.14,元安川,63.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2365,132.454041,34.3902103,559.0,内水面,0.44,元安川,34.2,00,想定区域外,0,想定区域外,
2366,132.4540273,34.3906608,608.3,内水面,0.34,元安川,9.9,00,想定区域外,0,想定区域外,
2367,132.4540137,34.3911113,657.6,内水面,0.34,元安川,6.6,00,想定区域外,0,想定区域外,
2368,132.454,34.3915618,707.1,内水面,0.34,元安川,17.9,00,想定区域外,0,想定区域外,
2369,132.4539864,34.3920122,756.6,内水面,0.44,元安川,27.6,00,想定区域外,0,想定区域外,
2370,132.4539727,34.3924627,806.2,内水面,0.44,元安川,31.9,00,想定区域外,0,想定区域外,
2371,132.4539591,34.3929132,855.9,内水面,0.44,元安川,28.6,00,想定区域外,0,想定区域外,
2372,132.4539454,34.3933636,905.5,内水面,0.44,元安川,16.3,00,想定区域外,0,想定区域外,
2373,132.4539318,34.3938141,955.2,内水面,0.44,元安川,7.0,00,想定区域外,0,想定区域外,
2374,132.4539181,34.3942646,1005.0,地表面,5.04,元安川,28.8,00,想定区域外,0,想定区域外,
2375,132.4539045,34.394715,1054.8,地表面,3.04,元安川,49.3,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2376,132.4538908,34.3951655,1104.5,地表面,3.94,元安川,69.9,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2377,132.4538772,34.395616,1154.3,地表面,4.34,元安川,85.5,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2378,132.4538635,34.3960665,1204.2,地表面,3.94,元安川,99.2,00,想定区域外,3,3.0～5.0m未満,太田川・旧太田川
2379,132.4538499,34.3965169,1254.0,地表面,2.64,元安川,113.1,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2380,132.4538362,34.3969674,1303.8,地表面,2.84,旧太田川,117.4,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2381,132.4538226,34.3974179,1353.7,地表面,3.34,旧太田川,115.2,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2382,132.4538089,34.3978683,1403.6,地表面,3.14,旧太田川,117.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2383,132.4537953,34.3983188,1453.4,地表面,3.14,旧太田川,120.4,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2384,132.4537816,34.3987693,1503.3,地表面,2.84,旧太田川,124.9,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2385,132.4537679,34.3992197,1553.2,地表面,3.04,旧太田川,132.1,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2386,132.4537543,34.3996702,1603.1,地表面,3.04,旧太田川,140.8,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2387,132.4537406,34.4001207,1653.0,地表面,3.04,旧太田川,151.1,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2388,132.453727,34.4005712,1702.9,地表面,3.04,旧太田川,164.8,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2389,132.4537133,34.4010216,1752.9,地表面,4.54,旧太田川,183.9,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2390,132.4536997,34.4014721,1802.8,地表面,5.34,旧太田川,205.5,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2391,132.453686,34.4019226,1852.7,地表面,5.24,旧太田川,229.3,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2392,132.4536724,34.402373,1902.6,地表面,4.34,旧太田川,242.3,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2393,132.4536587,34.4028235,1952.6,地表面,3.84,旧太田川,224.8,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2394,132.4552662,34.3676981,1950.6,内水面,0.24,元安川,25.7,00,想定区域外,0,想定区域外,
2395,132.4552526,34.3681485,1900.7,内水面,0.24,元安川,31.4,00,想定区域外,0,想定区域外,
2396,132.4552389,34.368599,1850.7,内水面,0.24,元安川,37.2,00,想定区域外,0,想定区域外,
2397,132.4552253,34.3690495,1800.7,内水面,0.24,元安川,44.4,00,想定区域外,0,想定区域外,
2398,132.4552117,34.3694999,1750.7,内水面,0.24,元安川,55.3,00,想定区域外,0,想定区域外,
2399,132.455198,34.3699504,1700.7,内水面,0.24,元安川,67.9,00,想定区域外,0,想定区域外,
2400,132.4551844,34.3704009,1650.8,内水面,0.24,元安川,81.4,00,想定区域外,0,想定区域外,
2401,132.4551708,34.3708514,1600.8,内水面,0.34,元安川,94.5,00,想定区域外,0,想定区域外,
2402,132.4551571,34.3713018,1550.8,地表面,4.04,元安川,107.4,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2403,132.4551435,34.3717523,1500.8,地表面,3.64,元安川,120.2,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2404,132.4551299,34.3722028,1450.9,地表面,3.04,元安川,133.1,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2405,132.4551162,34.3726533,1400.9,地表面,2.64,元安川,142.8,01,0.01～0.19m,2,0.5～3.0m未満,元安川・太田川・旧太田川
2406,132.4551026,34.3731037,1350.9,地表面,2.44,元安川,152.3,00,想定区域外,2,0.5～3.0m未満,太田川
2407,132.455089,34.3735542,1301.0,地表面,2.04,元安川,161.6,00,想定区域外,2,0.5～3.0m未満,元安川・太田川・旧太田川
2408,132.4550753,34.3740047,1251.0,地表面,0.84,元安川,168.6,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2409,132.4550617,34.3744551,1201.0,地表面,0.64,元安川,175.5,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2410,132.4550481,34.3749056,1151.1,地表面,0.64,元安川,182.5,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2411,132.4550344,34.3753561,1101.1,地表面,0.44,元安川,191.0,02,0.20～0.49m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2412,132.4550208,34.3758066,1051.2,地表面,1.54,元安川,200.4,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2413,132.4550072,34.376257,1001.2,地表面,5.94,元安川,209.9,00,想定区域外,0,想定区域外,
2414,132.4549935,34.3767075,951.3,地表面,1.34,元安川,221.1,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2415,132.4549799,34.377158,901.4,地表面,1.24,元安川,233.1,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2416,132.4549663,34.3776085,851.5,地表面,0.84,元安川,245.1,00,想定区域外,3,3.0～5.0m未満,元安川・太田川・旧太田川
2417,132.4549526,34.3780589,801.6,地表面,0.94,元安川,257.0,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2418,132.454939,34.3785094,751.7,地表面,0.54,元安川,269.3,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
2419,132.4549254,34.3789599,701.8,地表面,0.54,元安川,281.6,01,0.01～0.19m,3,3.0～5.0m未満,元安川・太田川・旧太田川
