grid_id,経度,緯度,市役所からの距離_m,DEM地表種別,標高_m,最近接河川,河川からの距離_m,内水浸水ランク,内水想定浸水深,外水浸水ランク_num,外水想定浸水深,最大ランク河川
1,132.4335436,34.3848236,2000.0,地表面,0.44,天満川,363.4,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
2,132.4341969,34.3812313,1990.6,地表面,2.54,天満川,102.5,00,想定区域外,3,3.0～5.0m未満,太田川・旧太田川
3,132.4341832,34.3816817,1981.2,地表面,2.44,天満川,129.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
4,132.4341694,34.3821322,1972.9,地表面,1.74,天満川,155.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
5,132.4341557,34.3825827,1966.0,地表面,0.74,天満川,183.0,00,想定区域外,4,5.0～10.0m未満,旧太田川
6,132.4341419,34.3830331,1960.2,地表面,0.84,天満川,210.2,01,0.01～0.19m,4,5.0～10.0m未満,太田川・旧太田川
7,132.4341282,34.3834836,1955.8,地表面,1.34,天満川,238.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
8,132.4341144,34.3839341,1952.6,地表面,0.94,天満川,265.9,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
9,132.4341007,34.3843845,1950.6,地表面,1.14,天満川,293.4,01,0.01～0.19m,4,5.0～10.0m未満,旧太田川
10,132.4340869,34.384835,1950.0,地表面,0.64,天満川,323.8,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
11,132.4340732,34.3852855,1950.6,地表面,1.04,天満川,325.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
12,132.4340594,34.3857359,1952.6,地表面,1.04,天満川,333.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
13,132.4340457,34.3861864,1955.8,地表面,1.14,天満川,344.9,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
14,132.4340319,34.3866368,1960.2,地表面,1.04,天満川,362.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
15,132.4340182,34.3870873,1966.0,地表面,1.14,天満川,384.0,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
16,132.4340044,34.3875378,1972.9,地表面,0.74,天満川,409.9,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
17,132.4339907,34.3879882,1981.2,地表面,1.14,天満川,439.3,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
18,132.4339769,34.3884387,1990.6,地表面,1.24,天満川,471.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
19,132.4347952,34.3794408,1992.5,内水面,0.44,天満川,45.4,00,想定区域外,0,想定区域外,
20,132.4347815,34.3798913,1978.0,内水面,0.44,天満川,19.1,00,想定区域外,0,想定区域外,
21,132.4347677,34.3803417,1964.7,内水面,0.44,天満川,7.1,00,想定区域外,0,想定区域外,
22,132.434754,34.3807922,1952.6,内水面,0.44,天満川,33.6,00,想定区域外,0,想定区域外,
23,132.4347403,34.3812427,1941.6,内水面,0.44,天満川,60.1,00,想定区域外,0,想定区域外,
24,132.4347265,34.3816931,1932.0,地表面,4.44,天満川,86.7,00,想定区域外,0,想定区域外,
25,132.4347128,34.3821436,1923.5,地表面,2.24,天満川,113.9,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
26,132.434699,34.3825941,1916.4,地表面,1.44,天満川,141.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
27,132.4346853,34.3830445,1910.5,地表面,1.24,天満川,168.9,00,想定区域外,4,5.0～10.0m未満,太田川・旧太田川
28,132.4346715,34.383495,1905.9,地表面,0.84,天満川,196.8,01,0.01～0.19m,4,5.0～10.0m未満,太田川・旧太田川
29,132.4346578,34.3839455,1902.6,地表面,1.24,天満川,223.7,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
30,132.434644,34.3843959,1900.7,地表面,1.34,天満川,253.7,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
31,132.4346303,34.3848464,1900.0,地表面,1.04,天満川,273.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
32,132.4346165,34.3852969,1900.7,地表面,1.14,天満川,276.1,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
33,132.4346028,34.3857473,1902.6,地表面,0.94,天満川,284.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
34,132.434589,34.3861978,1905.9,地表面,0.94,天満川,297.5,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
35,132.4345753,34.3866482,1910.5,地表面,1.04,天満川,316.5,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
36,132.4345615,34.3870987,1916.4,地表面,1.04,天満川,341.0,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
37,132.4345478,34.3875492,1923.5,地表面,0.84,天満川,369.1,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
38,132.434534,34.3879996,1932.0,地表面,0.84,天満川,400.6,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
39,132.4345203,34.3884501,1941.6,地表面,1.34,天満川,435.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
40,132.4345065,34.3889006,1952.6,地表面,0.94,天満川,472.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
41,132.4344928,34.389351,1964.7,地表面,1.44,天満川,510.7,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
42,132.434479,34.3898015,1978.0,地表面,1.74,天満川,550.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
43,132.4344653,34.390252,1992.5,地表面,1.94,天満川,591.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
44,132.4353798,34.3781008,1996.2,地表面,0.64,天満川,170.0,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
45,132.435366,34.3785513,1978.0,地表面,0.74,天満川,141.3,01,0.01～0.19m,2,0.5～3.0m未満,天満川・太田川・旧太田川
46,132.4353523,34.3790017,1960.9,地表面,1.64,天満川,114.2,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
47,132.4353386,34.3794522,1944.9,地表面,4.44,天満川,87.9,00,想定区域外,0,想定区域外,
48,132.4353248,34.3799027,1930.0,内水面,0.44,天満川,61.7,00,想定区域外,0,想定区域外,
49,132.4353111,34.3803531,1916.4,内水面,0.44,天満川,35.3,00,想定区域外,0,想定区域外,
50,132.4352973,34.3808036,1903.9,内水面,0.44,天満川,8.8,00,想定区域外,0,想定区域外,
51,132.4352836,34.3812541,1892.7,内水面,0.44,天満川,17.7,00,想定区域外,0,想定区域外,
52,132.4352698,34.3817045,1882.8,内水面,0.44,天満川,44.7,00,想定区域外,0,想定区域外,
53,132.4352561,34.382155,1874.2,地表面,2.64,天満川,71.9,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
54,132.4352424,34.3826055,1866.8,地表面,2.04,天満川,99.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
55,132.4352286,34.3830559,1860.8,地表面,1.04,天満川,127.6,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
56,132.4352149,34.3835064,1856.1,地表面,0.94,天満川,154.6,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
57,132.4352011,34.3839569,1852.7,地表面,1.04,天満川,183.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
58,132.4351874,34.3844073,1850.7,地表面,0.94,天満川,216.1,01,0.01～0.19m,4,5.0～10.0m未満,太田川・旧太田川
59,132.4351736,34.3848578,1850.0,地表面,1.24,天満川,223.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
60,132.4351599,34.3853082,1850.7,地表面,1.34,天満川,226.5,00,想定区域外,4,5.0～10.0m未満,太田川・旧太田川
61,132.4351461,34.3857587,1852.7,地表面,0.94,天満川,235.3,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
62,132.4351324,34.3862092,1856.1,地表面,1.04,天満川,250.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
63,132.4351186,34.3866596,1860.8,地表面,1.24,天満川,272.4,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
64,132.4351049,34.3871101,1866.8,地表面,1.04,天満川,299.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
65,132.4350911,34.3875606,1874.2,地表面,0.94,天満川,330.1,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
66,132.4350774,34.388011,1882.8,地表面,1.14,天満川,364.4,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
67,132.4350637,34.3884615,1892.7,地表面,1.04,天満川,401.6,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
68,132.4350499,34.388912,1903.9,地表面,1.54,天満川,440.7,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
69,132.4350362,34.3893624,1916.4,地表面,1.34,天満川,481.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
70,132.4350224,34.3898129,1930.0,地表面,1.64,天満川,522.4,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
71,132.4350087,34.3902634,1944.9,地表面,2.44,天満川,563.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
72,132.4349949,34.3907138,1960.9,地表面,2.24,天満川,605.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
73,132.4349812,34.3911643,1978.0,地表面,1.44,太田川,600.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
74,132.4349674,34.3916147,1996.2,地表面,2.04,太田川,574.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
75,132.4359506,34.3772113,1990.6,地表面,0.44,天満川,268.2,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
76,132.4359368,34.3776617,1969.8,地表面,0.44,天満川,239.6,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
77,132.4359231,34.3781122,1950.0,地表面,0.74,天満川,211.0,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
78,132.4359093,34.3785627,1931.3,地表面,0.64,天満川,183.0,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
79,132.4358956,34.3790131,1913.8,地表面,0.64,天満川,156.8,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
80,132.4358819,34.3794636,1897.4,地表面,0.84,天満川,130.5,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
81,132.4358681,34.3799141,1882.2,地表面,2.54,天満川,104.2,00,想定区域外,3,3.0～5.0m未満,天満川
82,132.4358544,34.3803645,1868.2,地表面,4.44,天満川,77.7,00,想定区域外,0,想定区域外,
83,132.4358406,34.380815,1855.4,内水面,0.44,天満川,51.2,00,想定区域外,0,想定区域外,
84,132.4358269,34.3812655,1843.9,内水面,0.44,天満川,24.4,00,想定区域外,0,想定区域外,
85,132.4358132,34.3817159,1833.7,内水面,0.44,天満川,2.7,00,想定区域外,0,想定区域外,
86,132.4357994,34.3821664,1824.8,内水面,0.44,天満川,29.9,00,想定区域外,0,想定区域外,
87,132.4357857,34.3826169,1817.3,地表面,2.64,天満川,58.1,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
88,132.4357719,34.3830673,1811.1,地表面,2.84,天満川,85.6,01,0.01～0.19m,3,3.0～5.0m未満,太田川・旧太田川
89,132.4357582,34.3835178,1806.2,地表面,1.74,天満川,113.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
90,132.4357445,34.3839682,1802.8,地表面,1.24,天満川,145.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
91,132.4357307,34.3844187,1800.7,地表面,1.34,天満川,174.2,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
92,132.435717,34.3848692,1800.0,地表面,1.34,天満川,173.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
93,132.4357032,34.3853196,1800.7,地表面,0.94,天満川,177.0,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
94,132.4356895,34.3857701,1802.8,地表面,0.94,天満川,186.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
95,132.4356757,34.3862206,1806.2,地表面,0.94,天満川,204.7,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
96,132.435662,34.386671,1811.1,地表面,1.54,天満川,229.6,00,想定区域外,4,5.0～10.0m未満,太田川・旧太田川
97,132.4356483,34.3871215,1817.3,地表面,1.54,天満川,259.7,00,想定区域外,4,5.0～10.0m未満,太田川・旧太田川
98,132.4356345,34.387572,1824.8,地表面,1.64,天満川,293.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
99,132.4356208,34.3880224,1833.7,地表面,0.94,天満川,331.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
100,132.435607,34.3884729,1843.9,地表面,1.24,天満川,370.7,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
101,132.4355933,34.3889234,1855.4,地表面,1.04,天満川,411.5,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
102,132.4355795,34.3893738,1868.2,地表面,1.94,天満川,453.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
103,132.4355658,34.3898243,1882.2,地表面,1.74,天満川,494.4,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
104,132.435552,34.3902748,1897.4,地表面,1.94,天満川,535.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
105,132.4355383,34.3907252,1913.8,地表面,2.14,天満川,577.7,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
106,132.4355245,34.3911757,1931.3,地表面,1.34,天満川,619.5,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
107,132.4355108,34.3916261,1950.0,地表面,1.54,太田川,616.6,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
108,132.4354971,34.3920766,1969.8,地表面,1.44,太田川,590.6,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
109,132.4354833,34.3925271,1990.6,地表面,2.34,太田川,565.1,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
110,132.4365213,34.3763217,1991.2,地表面,0.14,天満川,366.4,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
111,132.4365076,34.3767722,1967.9,地表面,0.44,天満川,337.8,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
112,132.4364939,34.3772227,1945.5,地表面,0.44,天満川,309.2,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
113,132.4364801,34.3776731,1924.2,地表面,0.74,天満川,280.6,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
114,132.4364664,34.3781236,1903.9,地表面,0.44,天満川,252.0,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
115,132.4364527,34.3785741,1884.8,地表面,0.54,天満川,225.6,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
116,132.4364389,34.3790245,1866.8,地表面,0.84,天満川,199.3,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
117,132.4364252,34.379475,1850.0,地表面,0.44,天満川,173.0,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
118,132.4364114,34.3799255,1834.4,地表面,0.94,天満川,146.6,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
119,132.4363977,34.3803759,1820.0,地表面,0.74,天満川,120.1,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
120,132.436384,34.3808264,1806.9,地表面,1.04,天満川,93.6,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
121,132.4363702,34.3812768,1795.1,地表面,3.14,天満川,66.4,00,想定区域外,0,想定区域外,
122,132.4363565,34.3817273,1784.7,内水面,0.44,天満川,39.2,00,想定区域外,0,想定区域外,
123,132.4363428,34.3821778,1775.5,内水面,0.44,天満川,11.4,00,想定区域外,0,想定区域外,
124,132.436329,34.3826282,1767.8,内水面,0.44,天満川,16.6,00,想定区域外,0,想定区域外,
125,132.4363153,34.3830787,1761.4,地表面,5.14,天満川,43.5,00,想定区域外,0,想定区域外,
126,132.4363015,34.3835292,1756.4,地表面,2.94,天満川,74.7,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
127,132.4362878,34.3839796,1752.9,地表面,1.24,天満川,109.3,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
128,132.4362741,34.3844301,1750.7,地表面,1.24,天満川,124.2,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
129,132.4362603,34.3848806,1750.0,地表面,1.14,天満川,123.8,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
130,132.4362466,34.385331,1750.7,地表面,1.44,天満川,127.5,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
131,132.4362328,34.3857815,1752.9,地表面,0.84,天満川,139.5,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
132,132.4362191,34.386232,1756.4,地表面,1.44,天満川,160.9,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
133,132.4362054,34.3866824,1761.4,地表面,1.54,天満川,189.4,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
134,132.4361916,34.3871329,1767.8,地表面,1.64,天満川,223.1,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
135,132.4361779,34.3875834,1775.5,地表面,1.04,天満川,260.8,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
136,132.4361641,34.3880338,1784.7,地表面,1.04,天満川,300.8,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
137,132.4361504,34.3884843,1795.1,地表面,1.34,天満川,342.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
138,132.4361367,34.3889348,1806.9,地表面,1.34,天満川,383.5,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
139,132.4361229,34.3893852,1820.0,地表面,1.74,天満川,425.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
140,132.4361092,34.3898357,1834.4,地表面,1.84,天満川,466.6,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
141,132.4360954,34.3902861,1850.0,地表面,1.74,天満川,508.5,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
142,132.4360817,34.3907366,1866.8,地表面,1.24,天満川,550.3,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
143,132.4360679,34.3911871,1884.8,地表面,1.54,天満川,588.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
144,132.4360542,34.3916375,1903.9,地表面,1.54,天満川,626.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
145,132.4360405,34.392088,1924.2,地表面,1.44,太田川,633.6,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
146,132.4360267,34.3925385,1945.5,地表面,1.24,太田川,608.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
147,132.436013,34.3929889,1967.9,地表面,2.94,太田川,582.7,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
148,132.4359992,34.3934394,1991.2,地表面,2.64,太田川,557.2,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
149,132.4370921,34.3754322,1998.1,地表面,0.34,天満川,465.3,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
150,132.4370784,34.3758826,1972.3,地表面,1.04,天満川,436.1,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
151,132.4370646,34.3763331,1947.4,地表面,0.54,天満川,407.4,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
152,132.4370509,34.3767836,1923.5,地表面,0.34,天満川,378.8,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
153,132.4370372,34.377234,1900.7,地表面,0.64,天満川,350.2,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
154,132.4370234,34.3776845,1878.8,地表面,0.64,天満川,321.6,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
155,132.4370097,34.378135,1858.1,地表面,0.64,天満川,294.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
156,132.436996,34.3785854,1838.5,地表面,0.34,天満川,268.1,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
157,132.4369822,34.3790359,1820.0,地表面,0.44,天満川,241.8,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
158,132.4369685,34.3794864,1802.8,地表面,0.24,天満川,215.5,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
159,132.4369548,34.3799368,1786.8,地表面,0.84,天満川,189.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
160,132.436941,34.3803873,1772.0,地表面,0.74,天満川,162.5,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
161,132.4369273,34.3808378,1758.6,地表面,0.94,天満川,135.5,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
162,132.4369136,34.3812882,1746.4,地表面,0.64,天満川,108.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
163,132.4368998,34.3817387,1735.7,地表面,0.94,天満川,80.9,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
164,132.4368861,34.3821892,1726.3,地表面,4.84,天満川,52.6,00,想定区域外,0,想定区域外,
165,132.4368724,34.3826396,1718.3,内水面,0.44,天満川,25.6,00,想定区域外,0,想定区域外,
166,132.4368586,34.3830901,1711.7,内水面,0.44,天満川,4.1,00,想定区域外,0,想定区域外,
167,132.4368449,34.3835406,1706.6,内水面,0.44,天満川,39.0,00,想定区域外,0,想定区域外,
168,132.4368312,34.383991,1702.9,地表面,2.84,天満川,65.4,00,想定区域外,0,想定区域外,
169,132.4368174,34.3844415,1700.7,地表面,2.94,天満川,74.2,00,想定区域外,0,想定区域外,
170,132.4368037,34.384892,1700.0,地表面,1.44,天満川,73.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
171,132.4367899,34.3853424,1700.7,地表面,2.94,天満川,78.1,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
172,132.4367762,34.3857929,1702.9,地表面,2.34,天満川,93.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
173,132.4367625,34.3862434,1706.6,地表面,1.14,天満川,119.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
174,132.4367487,34.3866938,1711.7,地表面,1.04,天満川,152.4,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
175,132.436735,34.3871443,1718.3,地表面,1.74,天満川,190.7,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
176,132.4367213,34.3875947,1726.3,地表面,1.04,天満川,231.3,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
177,132.4367075,34.3880452,1735.7,地表面,1.24,天満川,272.7,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
178,132.4366938,34.3884957,1746.4,地表面,1.04,天満川,314.1,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
179,132.43668,34.3889461,1758.6,地表面,1.14,天満川,355.6,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
180,132.4366663,34.3893966,1772.0,地表面,1.14,天満川,397.4,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
181,132.4366526,34.3898471,1786.8,地表面,1.74,天満川,439.3,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
182,132.4366388,34.3902975,1802.8,地表面,1.94,天満川,479.9,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
183,132.4366251,34.390748,1820.0,地表面,1.04,天満川,517.7,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
184,132.4366113,34.3911985,1838.5,地表面,1.44,天満川,555.5,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
185,132.4365976,34.3916489,1858.1,地表面,1.14,天満川,585.2,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
186,132.4365838,34.3920994,1878.8,地表面,1.44,天満川,596.9,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
187,132.4365701,34.3925499,1900.7,地表面,1.94,天満川,608.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
188,132.4365564,34.3930003,1923.5,地表面,1.94,天満川,616.6,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
189,132.4365426,34.3934508,1947.4,地表面,2.24,太田川,600.3,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
190,132.4365289,34.3939013,1972.3,地表面,2.44,太田川,574.8,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
191,132.4365151,34.3943517,1998.1,地表面,2.64,太田川,549.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
192,132.4376491,34.3749931,1983.1,地表面,1.04,旧太田川,444.7,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
193,132.4376354,34.3754436,1955.8,地表面,0.44,旧太田川,456.3,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
194,132.4376216,34.375894,1929.4,地表面,0.44,旧太田川,468.9,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
195,132.4376079,34.3763445,1903.9,地表面,0.44,天満川,448.4,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
196,132.4375942,34.376795,1879.5,地表面,0.54,天満川,419.8,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
197,132.4375805,34.3772454,1856.1,地表面,0.54,天満川,391.2,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
198,132.4375667,34.3776959,1833.7,地表面,0.34,天満川,363.2,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
199,132.437553,34.3781464,1812.5,地表面,0.54,天満川,336.9,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
200,132.4375393,34.3785968,1792.3,地表面,0.84,天満川,310.6,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
201,132.4375255,34.3790473,1773.4,地表面,0.94,天満川,284.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
202,132.4375118,34.3794978,1755.7,地表面,0.84,天満川,257.9,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
